ekip_adi,islem_tipi,tarih,saat,talimat_adet
Ankara Ekip,Havale,2025-03-20,14,7
İzmir Ekip,Havale,2025-03-20,14,3
Merkez Ekip,Havale,2025-03-20,15,10
İstanbul Ekip,Havale,2025-03-20,15,7
Ankara Ekip,Havale,2025-03-20,15,4
İzmir Ekip,Havale,2025-03-20,15,2
Merkez Ekip,Havale,2025-03-20,16,19
İstanbul Ekip,Havale,2025-03-20,16,20
Ankara Ekip,Havale,2025-03-20,16,16
İzmir Ekip,Havale,2025-03-20,16,12
İstanbul Ekip,Havale,2025-03-20,17,2
Merkez Ekip,Havale,2025-03-20,18,2
İstanbul Ekip,Havale,2025-03-20,18,2
İstanbul Ekip,Havale,2025-03-20,22,1
Merkez Ekip,Havale,2025-03-20,23,2
İstanbul Ekip,Havale,2025-03-20,23,2
Merkez Ekip,Havale,2025-03-21,4,2
Ankara Ekip,Havale,2025-03-21,4,4
İzmir Ekip,Havale,2025-03-21,4,2
Merkez Ekip,Havale,2025-03-21,6,5
İstanbul Ekip,Havale,2025-03-21,6,8
Ankara Ekip,Havale,2025-03-21,6,4
İzmir Ekip,Havale,2025-03-21,6,2
Merkez Ekip,Havale,2025-03-21,7,10
İstanbul Ekip,Havale,2025-03-21,7,7
Ankara Ekip,Havale,2025-03-21,7,2
İzmir Ekip,Havale,2025-03-21,7,2
Merkez Ekip,Havale,2025-03-21,8,45
İstanbul Ekip,Havale,2025-03-21,8,35
Ankara Ekip,Havale,2025-03-21,8,34
İzmir Ekip,Havale,2025-03-21,8,24
Merkez Ekip,Havale,2025-03-21,9,15
İstanbul Ekip,Havale,2025-03-21,9,10
Ankara Ekip,Havale,2025-03-21,9,11
İzmir Ekip,Havale,2025-03-21,9,2
Merkez Ekip,Havale,2025-03-21,10,6
İstanbul Ekip,Havale,2025-03-21,10,8
Ankara Ekip,Havale,2025-03-21,10,5
İzmir Ekip,Havale,2025-03-21,10,1
Merkez Ekip,Havale,2025-03-21,11,8
İstanbul Ekip,Havale,2025-03-21,11,11
Ankara Ekip,Havale,2025-03-21,11,8
İzmir Ekip,Havale,2025-03-21,11,4
Merkez Ekip,Havale,2025-03-21,12,3
İstanbul Ekip,Havale,2025-03-21,12,2
İzmir Ekip,Havale,2025-03-21,12,2
Merkez Ekip,Havale,2025-03-21,13,9
İstanbul Ekip,Havale,2025-03-21,13,9
Ankara Ekip,Havale,2025-03-21,13,12
İzmir Ekip,Havale,2025-03-21,13,5
Merkez Ekip,Havale,2025-03-21,14,16
İstanbul Ekip,Havale,2025-03-21,14,9
Ankara Ekip,Havale,2025-03-21,14,13
İzmir Ekip,Havale,2025-03-21,14,5
Merkez Ekip,Havale,2025-03-21,15,13
İstanbul Ekip,Havale,2025-03-21,15,5
Ankara Ekip,Havale,2025-03-21,15,3
İzmir Ekip,Havale,2025-03-21,15,6
Merkez Ekip,Havale,2025-03-21,16,7
İstanbul Ekip,Havale,2025-03-21,16,5
Ankara Ekip,Havale,2025-03-21,16,5
İzmir Ekip,Havale,2025-03-21,16,5
Merkez Ekip,Havale,2025-03-21,17,29
İstanbul Ekip,Havale,2025-03-21,17,24
Ankara Ekip,Havale,2025-03-21,17,21
İzmir Ekip,Havale,2025-03-21,17,17
Merkez Ekip,Havale,2025-03-21,18,3
İstanbul Ekip,Havale,2025-03-21,18,3
İzmir Ekip,Havale,2025-03-21,18,3
Ankara Ekip,Havale,2025-03-21,19,1
İzmir Ekip,Havale,2025-03-21,19,2
Merkez Ekip,Havale,2025-03-21,20,1
İstanbul Ekip,Havale,2025-03-21,20,1
Ankara Ekip,Havale,2025-03-21,20,2
Merkez Ekip,Havale,2025-03-21,22,1
İstanbul Ekip,Havale,2025-03-21,22,3
Ankara Ekip,Havale,2025-03-21,22,3
Merkez Ekip,Havale,2025-03-24,1,1
İstanbul Ekip,Havale,2025-03-24,1,1
Ankara Ekip,Havale,2025-03-24,1,1
İzmir Ekip,Havale,2025-03-24,1,2
Merkez Ekip,Havale,2025-03-24,2,2
Ankara Ekip,Havale,2025-03-24,2,2
İzmir Ekip,Havale,2025-03-24,2,1
Merkez Ekip,Havale,2025-03-24,3,2
İzmir Ekip,Havale,2025-03-24,3,2
Merkez Ekip,Havale,2025-03-24,6,4
İstanbul Ekip,Havale,2025-03-24,6,5
Ankara Ekip,Havale,2025-03-24,6,3
İzmir Ekip,Havale,2025-03-24,6,1
Merkez Ekip,Havale,2025-03-24,7,14
İstanbul Ekip,Havale,2025-03-24,7,17
Ankara Ekip,Havale,2025-03-24,7,23
İzmir Ekip,Havale,2025-03-24,7,11
Merkez Ekip,Havale,2025-03-24,8,10
İstanbul Ekip,Havale,2025-03-24,8,11
Ankara Ekip,Havale,2025-03-24,8,11
İzmir Ekip,Havale,2025-03-24,8,6
Merkez Ekip,Havale,2025-03-24,9,5
İstanbul Ekip,Havale,2025-03-24,9,11
Ankara Ekip,Havale,2025-03-24,9,5
Merkez Ekip,Havale,2025-03-24,10,43
İstanbul Ekip,Havale,2025-03-24,10,26
Ankara Ekip,Havale,2025-03-24,10,37
İzmir Ekip,Havale,2025-03-24,10,14
Merkez Ekip,Havale,2025-03-24,11,7
İstanbul Ekip,Havale,2025-03-24,11,9
Ankara Ekip,Havale,2025-03-24,11,11
İzmir Ekip,Havale,2025-03-24,11,7
Merkez Ekip,Havale,2025-03-24,12,14
İstanbul Ekip,Havale,2025-03-24,12,10
Ankara Ekip,Havale,2025-03-24,12,7
İzmir Ekip,Havale,2025-03-24,12,4
Merkez Ekip,Havale,2025-03-24,13,12
İstanbul Ekip,Havale,2025-03-24,13,7
Ankara Ekip,Havale,2025-03-24,13,8
İzmir Ekip,Havale,2025-03-24,13,2
Merkez Ekip,Havale,2025-03-24,14,24
İstanbul Ekip,Havale,2025-03-24,14,20
Ankara Ekip,Havale,2025-03-24,14,19
İzmir Ekip,Havale,2025-03-24,14,14
Merkez Ekip,Havale,2025-03-24,15,8
İstanbul Ekip,Havale,2025-03-24,15,9
Ankara Ekip,Havale,2025-03-24,15,8
İzmir Ekip,Havale,2025-03-24,15,1
Merkez Ekip,Havale,2025-03-24,16,38
İstanbul Ekip,Havale,2025-03-24,16,31
Ankara Ekip,Havale,2025-03-24,16,24
İzmir Ekip,Havale,2025-03-24,16,18
Merkez Ekip,Havale,2025-03-24,17,21
İstanbul Ekip,Havale,2025-03-24,17,23
Ankara Ekip,Havale,2025-03-24,17,8
İzmir Ekip,Havale,2025-03-24,17,8
Merkez Ekip,Havale,2025-03-24,18,2
İstanbul Ekip,Havale,2025-03-24,18,3
Ankara Ekip,Havale,2025-03-24,18,5
İzmir Ekip,Havale,2025-03-24,18,1
Merkez Ekip,Havale,2025-03-24,19,7
İstanbul Ekip,Havale,2025-03-24,19,5
Ankara Ekip,Havale,2025-03-24,19,4
İzmir Ekip,Havale,2025-03-24,19,2
Merkez Ekip,Havale,2025-03-24,22,4
İstanbul Ekip,Havale,2025-03-24,22,2
Ankara Ekip,Havale,2025-03-24,22,4
İzmir Ekip,Havale,2025-03-24,22,3
Merkez Ekip,Havale,2025-03-25,4,2
İstanbul Ekip,Havale,2025-03-25,4,2
Ankara Ekip,Havale,2025-03-25,4,1
Merkez Ekip,Havale,2025-03-25,6,12
İstanbul Ekip,Havale,2025-03-25,6,7
Ankara Ekip,Havale,2025-03-25,6,6
İzmir Ekip,Havale,2025-03-25,6,6
Merkez Ekip,Havale,2025-03-25,7,4
İstanbul Ekip,Havale,2025-03-25,7,3
Ankara Ekip,Havale,2025-03-25,7,1
İzmir Ekip,Havale,2025-03-25,7,4
Merkez Ekip,Havale,2025-03-25,8,7
İstanbul Ekip,Havale,2025-03-25,8,12
Ankara Ekip,Havale,2025-03-25,8,4
İzmir Ekip,Havale,2025-03-25,8,3
Merkez Ekip,Havale,2025-03-25,9,18
İstanbul Ekip,Havale,2025-03-25,9,19
Ankara Ekip,Havale,2025-03-25,9,10
İzmir Ekip,Havale,2025-03-25,9,6
Merkez Ekip,Havale,2025-03-25,10,6
İstanbul Ekip,Havale,2025-03-25,10,12
Ankara Ekip,Havale,2025-03-25,10,7
İzmir Ekip,Havale,2025-03-25,10,4
Merkez Ekip,Havale,2025-03-25,11,3
İstanbul Ekip,Havale,2025-03-25,11,3
Merkez Ekip,Havale,2025-03-25,12,5
İstanbul Ekip,Havale,2025-03-25,12,3
Ankara Ekip,Havale,2025-03-25,12,4
İzmir Ekip,Havale,2025-03-25,12,3
İstanbul Ekip,Havale,2025-03-25,13,1
Ankara Ekip,Havale,2025-03-25,13,1
İzmir Ekip,Havale,2025-03-25,13,1
Merkez Ekip,Havale,2025-03-25,14,6
İstanbul Ekip,Havale,2025-03-25,14,7
Ankara Ekip,Havale,2025-03-25,14,7
İzmir Ekip,Havale,2025-03-25,14,5
İstanbul Ekip,Havale,2025-03-25,15,1
İzmir Ekip,Havale,2025-03-25,15,1
Merkez Ekip,Havale,2025-03-25,16,3
İstanbul Ekip,Havale,2025-03-25,16,3
İzmir Ekip,Havale,2025-03-25,16,2
Merkez Ekip,Havale,2025-03-25,17,5
İstanbul Ekip,Havale,2025-03-25,17,4
Ankara Ekip,Havale,2025-03-25,17,3
Ankara Ekip,Havale,2025-03-25,18,1
İstanbul Ekip,Havale,2025-03-25,19,2
Ankara Ekip,Havale,2025-03-25,19,5
Merkez Ekip,Havale,2025-03-25,20,1
Merkez Ekip,Havale,2025-03-25,21,7
İstanbul Ekip,Havale,2025-03-25,21,2
Ankara Ekip,Havale,2025-03-25,21,2
İzmir Ekip,Havale,2025-03-25,21,3
Merkez Ekip,Havale,2025-03-26,4,1
Ankara Ekip,Havale,2025-03-26,4,4
İzmir Ekip,Havale,2025-03-26,4,1
Merkez Ekip,Havale,2025-03-26,7,1
İstanbul Ekip,Havale,2025-03-26,7,1
Ankara Ekip,Havale,2025-03-26,7,1
İzmir Ekip,Havale,2025-03-26,7,1
Merkez Ekip,Havale,2025-03-26,8,8
İstanbul Ekip,Havale,2025-03-26,8,7
Ankara Ekip,Havale,2025-03-26,8,9
İzmir Ekip,Havale,2025-03-26,8,2
Merkez Ekip,Havale,2025-03-26,9,9
İstanbul Ekip,Havale,2025-03-26,9,9
Ankara Ekip,Havale,2025-03-26,9,1
İzmir Ekip,Havale,2025-03-26,9,1
Merkez Ekip,Havale,2025-03-26,10,7
İstanbul Ekip,Havale,2025-03-26,10,2
Ankara Ekip,Havale,2025-03-26,10,9
İzmir Ekip,Havale,2025-03-26,10,1
Merkez Ekip,Havale,2025-03-26,11,16
İstanbul Ekip,Havale,2025-03-26,11,9
Ankara Ekip,Havale,2025-03-26,11,15
İzmir Ekip,Havale,2025-03-26,11,8
Merkez Ekip,Havale,2025-03-26,12,1
İstanbul Ekip,Havale,2025-03-26,12,1
Ankara Ekip,Havale,2025-03-26,12,3
İzmir Ekip,Havale,2025-03-26,12,2
Merkez Ekip,Havale,2025-03-26,13,6
İstanbul Ekip,Havale,2025-03-26,13,6
Ankara Ekip,Havale,2025-03-26,13,5
İzmir Ekip,Havale,2025-03-26,13,3
Merkez Ekip,Havale,2025-03-26,14,1
İstanbul Ekip,Havale,2025-03-26,14,5
Ankara Ekip,Havale,2025-03-26,14,5
İzmir Ekip,Havale,2025-03-26,14,1
Merkez Ekip,Havale,2025-03-26,15,7
İstanbul Ekip,Havale,2025-03-26,15,4
Ankara Ekip,Havale,2025-03-26,15,5
İzmir Ekip,Havale,2025-03-26,15,4
Merkez Ekip,Havale,2025-03-26,16,7
İstanbul Ekip,Havale,2025-03-26,16,3
Ankara Ekip,Havale,2025-03-26,16,5
İzmir Ekip,Havale,2025-03-26,16,4
Merkez Ekip,Havale,2025-03-26,17,8
İstanbul Ekip,Havale,2025-03-26,17,8
Ankara Ekip,Havale,2025-03-26,17,5
İzmir Ekip,Havale,2025-03-26,17,4
Merkez Ekip,Havale,2025-03-26,18,4
İstanbul Ekip,Havale,2025-03-26,18,1
Ankara Ekip,Havale,2025-03-26,18,6
İzmir Ekip,Havale,2025-03-26,18,1
Merkez Ekip,Havale,2025-03-26,23,9
İstanbul Ekip,Havale,2025-03-26,23,5
Ankara Ekip,Havale,2025-03-26,23,1
İzmir Ekip,Havale,2025-03-26,23,1
İzmir Ekip,Havale,2025-03-27,0,1
İstanbul Ekip,Havale,2025-03-27,6,1
Merkez Ekip,Havale,2025-03-27,7,1
Ankara Ekip,Havale,2025-03-27,7,1
Merkez Ekip,Havale,2025-03-27,8,16
İstanbul Ekip,Havale,2025-03-27,8,17
Ankara Ekip,Havale,2025-03-27,8,15
İzmir Ekip,Havale,2025-03-27,8,12
Merkez Ekip,Havale,2025-03-27,9,20
İstanbul Ekip,Havale,2025-03-27,9,17
Ankara Ekip,Havale,2025-03-27,9,13
İzmir Ekip,Havale,2025-03-27,9,8
Merkez Ekip,Havale,2025-03-27,10,39
İstanbul Ekip,Havale,2025-03-27,10,35
Ankara Ekip,Havale,2025-03-27,10,44
İzmir Ekip,Havale,2025-03-27,10,12
Merkez Ekip,Havale,2025-03-27,11,11
İstanbul Ekip,Havale,2025-03-27,11,13
Ankara Ekip,Havale,2025-03-27,11,7
İzmir Ekip,Havale,2025-03-27,11,5
Merkez Ekip,Havale,2025-03-27,12,4
İstanbul Ekip,Havale,2025-03-27,12,7
Ankara Ekip,Havale,2025-03-27,12,5
İzmir Ekip,Havale,2025-03-27,12,2
Merkez Ekip,Havale,2025-03-27,13,13
İstanbul Ekip,Havale,2025-03-27,13,9
Ankara Ekip,Havale,2025-03-27,13,4
İzmir Ekip,Havale,2025-03-27,13,7
Merkez Ekip,Havale,2025-03-27,14,29
İstanbul Ekip,Havale,2025-03-27,14,27
Ankara Ekip,Havale,2025-03-27,14,21
İzmir Ekip,Havale,2025-03-27,14,13
Merkez Ekip,Havale,2025-03-27,15,23
İstanbul Ekip,Havale,2025-03-27,15,17
Ankara Ekip,Havale,2025-03-27,15,12
İzmir Ekip,Havale,2025-03-27,15,11
Merkez Ekip,Havale,2025-03-27,16,29
İstanbul Ekip,Havale,2025-03-27,16,22
Ankara Ekip,Havale,2025-03-27,16,25
İzmir Ekip,Havale,2025-03-27,16,18
Merkez Ekip,Havale,2025-03-27,17,2
Merkez Ekip,Havale,2025-03-27,19,6
İstanbul Ekip,Havale,2025-03-27,19,5
Ankara Ekip,Havale,2025-03-27,19,4
Merkez Ekip,Havale,2025-03-27,22,2
Merkez Ekip,Havale,2025-03-27,23,1
Merkez Ekip,Havale,2025-03-28,0,6
İstanbul Ekip,Havale,2025-03-28,0,3
Ankara Ekip,Havale,2025-03-28,0,2
İzmir Ekip,Havale,2025-03-28,0,1
Merkez Ekip,Havale,2025-03-28,5,2
İstanbul Ekip,Havale,2025-03-28,5,2
Ankara Ekip,Havale,2025-03-28,5,1
İzmir Ekip,Havale,2025-03-28,5,1
Merkez Ekip,Havale,2025-03-28,6,2
İstanbul Ekip,Havale,2025-03-28,6,1
Ankara Ekip,Havale,2025-03-28,6,1
İstanbul Ekip,Havale,2025-03-28,7,3
Ankara Ekip,Havale,2025-03-28,7,2
Merkez Ekip,Havale,2025-03-28,8,10
İstanbul Ekip,Havale,2025-03-28,8,7
Ankara Ekip,Havale,2025-03-28,8,9
İzmir Ekip,Havale,2025-03-28,8,1
Merkez Ekip,Havale,2025-03-28,9,12
İstanbul Ekip,Havale,2025-03-28,9,4
Ankara Ekip,Havale,2025-03-28,9,4
İzmir Ekip,Havale,2025-03-28,9,6
Merkez Ekip,Havale,2025-03-28,10,6
İstanbul Ekip,Havale,2025-03-28,10,5
Ankara Ekip,Havale,2025-03-28,10,7
İzmir Ekip,Havale,2025-03-28,10,1
Merkez Ekip,Havale,2025-03-28,11,11
İstanbul Ekip,Havale,2025-03-28,11,5
Ankara Ekip,Havale,2025-03-28,11,5
İzmir Ekip,Havale,2025-03-28,11,6
Merkez Ekip,Havale,2025-03-28,12,7
İstanbul Ekip,Havale,2025-03-28,12,6
Ankara Ekip,Havale,2025-03-28,12,4
İzmir Ekip,Havale,2025-03-28,12,4
Merkez Ekip,Havale,2025-03-28,13,22
İstanbul Ekip,Havale,2025-03-28,13,29
Ankara Ekip,Havale,2025-03-28,13,35
İzmir Ekip,Havale,2025-03-28,13,14
İstanbul Ekip,Havale,2025-03-28,14,2
Ankara Ekip,Havale,2025-03-28,14,1
İzmir Ekip,Havale,2025-03-28,14,2
Merkez Ekip,Havale,2025-03-28,15,9
İstanbul Ekip,Havale,2025-03-28,15,13
Ankara Ekip,Havale,2025-03-28,15,6
İzmir Ekip,Havale,2025-03-28,15,9
İstanbul Ekip,Havale,2025-03-28,16,1
Ankara Ekip,Havale,2025-03-28,16,2
Merkez Ekip,Havale,2025-03-28,17,1
İstanbul Ekip,Havale,2025-03-28,17,2
Ankara Ekip,Havale,2025-03-28,17,4
İzmir Ekip,Havale,2025-03-28,17,1
Merkez Ekip,Havale,2025-03-28,19,5
İstanbul Ekip,Havale,2025-03-28,19,5
Ankara Ekip,Havale,2025-03-28,19,3
İzmir Ekip,Havale,2025-03-28,19,3
Merkez Ekip,Havale,2025-03-28,23,4
İstanbul Ekip,Havale,2025-03-28,23,3
Ankara Ekip,Havale,2025-03-28,23,4
İzmir Ekip,Havale,2025-03-28,23,6
Merkez Ekip,Havale,2025-04-02,0,1
Ankara Ekip,Havale,2025-04-02,0,1
Merkez Ekip,Havale,2025-04-02,3,1
İstanbul Ekip,Havale,2025-04-02,3,4
Ankara Ekip,Havale,2025-04-02,3,2
İzmir Ekip,Havale,2025-04-02,3,1
Merkez Ekip,Havale,2025-04-02,6,2
İstanbul Ekip,Havale,2025-04-02,6,2
Ankara Ekip,Havale,2025-04-02,6,2
İzmir Ekip,Havale,2025-04-02,6,2
Merkez Ekip,Havale,2025-04-02,7,8
İstanbul Ekip,Havale,2025-04-02,7,13
Ankara Ekip,Havale,2025-04-02,7,9
İzmir Ekip,Havale,2025-04-02,7,5
Merkez Ekip,Havale,2025-04-02,8,12
İstanbul Ekip,Havale,2025-04-02,8,10
Ankara Ekip,Havale,2025-04-02,8,8
İzmir Ekip,Havale,2025-04-02,8,2
Merkez Ekip,Havale,2025-04-02,9,19
İstanbul Ekip,Havale,2025-04-02,9,18
Ankara Ekip,Havale,2025-04-02,9,19
İzmir Ekip,Havale,2025-04-02,9,9
Merkez Ekip,Havale,2025-04-02,10,5
İstanbul Ekip,Havale,2025-04-02,10,11
Ankara Ekip,Havale,2025-04-02,10,7
İzmir Ekip,Havale,2025-04-02,10,12
Merkez Ekip,Havale,2025-04-02,11,8
İstanbul Ekip,Havale,2025-04-02,11,9
Ankara Ekip,Havale,2025-04-02,11,9
İzmir Ekip,Havale,2025-04-02,11,3
Merkez Ekip,Havale,2025-04-02,12,5
İstanbul Ekip,Havale,2025-04-02,12,5
Ankara Ekip,Havale,2025-04-02,12,3
İzmir Ekip,Havale,2025-04-02,12,3
Merkez Ekip,Havale,2025-04-02,13,14
İstanbul Ekip,Havale,2025-04-02,13,18
Ankara Ekip,Havale,2025-04-02,13,9
İzmir Ekip,Havale,2025-04-02,13,10
Merkez Ekip,Havale,2025-04-02,14,19
İstanbul Ekip,Havale,2025-04-02,14,13
Ankara Ekip,Havale,2025-04-02,14,22
İzmir Ekip,Havale,2025-04-02,14,9
Merkez Ekip,Havale,2025-04-02,15,5
İstanbul Ekip,Havale,2025-04-02,15,13
Ankara Ekip,Havale,2025-04-02,15,7
İzmir Ekip,Havale,2025-04-02,15,6
Merkez Ekip,Havale,2025-04-02,16,19
İstanbul Ekip,Havale,2025-04-02,16,30
Ankara Ekip,Havale,2025-04-02,16,17
İzmir Ekip,Havale,2025-04-02,16,13
Merkez Ekip,Havale,2025-04-02,17,12
İstanbul Ekip,Havale,2025-04-02,17,9
Ankara Ekip,Havale,2025-04-02,17,4
İzmir Ekip,Havale,2025-04-02,17,5
Merkez Ekip,Havale,2025-04-02,18,1
İstanbul Ekip,Havale,2025-04-02,18,8
Ankara Ekip,Havale,2025-04-02,18,3
İzmir Ekip,Havale,2025-04-02,18,4
Merkez Ekip,Havale,2025-04-02,19,11
İstanbul Ekip,Havale,2025-04-02,19,5
Ankara Ekip,Havale,2025-04-02,19,5
İzmir Ekip,Havale,2025-04-02,19,3
Ankara Ekip,Havale,2025-04-02,23,2
Merkez Ekip,Havale,2025-04-03,3,1
İstanbul Ekip,Havale,2025-04-03,3,1
İstanbul Ekip,Havale,2025-04-03,4,3
İzmir Ekip,Havale,2025-04-03,4,2
Merkez Ekip,Havale,2025-04-03,5,3
Ankara Ekip,Havale,2025-04-03,5,1
Merkez Ekip,Havale,2025-04-03,6,3
Ankara Ekip,Havale,2025-04-03,6,1
İzmir Ekip,Havale,2025-04-03,6,2
Merkez Ekip,Havale,2025-04-03,8,6
İstanbul Ekip,Havale,2025-04-03,8,5
Ankara Ekip,Havale,2025-04-03,8,4
İzmir Ekip,Havale,2025-04-03,8,1
Merkez Ekip,Havale,2025-04-03,9,11
İstanbul Ekip,Havale,2025-04-03,9,9
Ankara Ekip,Havale,2025-04-03,9,10
İzmir Ekip,Havale,2025-04-03,9,4
Merkez Ekip,Havale,2025-04-03,10,11
İstanbul Ekip,Havale,2025-04-03,10,21
Ankara Ekip,Havale,2025-04-03,10,4
İzmir Ekip,Havale,2025-04-03,10,5
Merkez Ekip,Havale,2025-04-03,11,21
İstanbul Ekip,Havale,2025-04-03,11,24
Ankara Ekip,Havale,2025-04-03,11,15
İzmir Ekip,Havale,2025-04-03,11,6
Merkez Ekip,Havale,2025-04-03,12,18
İstanbul Ekip,Havale,2025-04-03,12,7
Ankara Ekip,Havale,2025-04-03,12,5
İzmir Ekip,Havale,2025-04-03,12,8
Merkez Ekip,Havale,2025-04-03,13,7
İstanbul Ekip,Havale,2025-04-03,13,6
Ankara Ekip,Havale,2025-04-03,13,4
İzmir Ekip,Havale,2025-04-03,13,2
Merkez Ekip,Havale,2025-04-03,14,11
İstanbul Ekip,Havale,2025-04-03,14,5
Ankara Ekip,Havale,2025-04-03,14,7
İzmir Ekip,Havale,2025-04-03,14,3
Merkez Ekip,Havale,2025-04-03,15,2
İstanbul Ekip,Havale,2025-04-03,15,8
Ankara Ekip,Havale,2025-04-03,15,5
İzmir Ekip,Havale,2025-04-03,15,4
Merkez Ekip,Havale,2025-04-03,16,9
İstanbul Ekip,Havale,2025-04-03,16,8
Ankara Ekip,Havale,2025-04-03,16,9
İzmir Ekip,Havale,2025-04-03,16,8
Merkez Ekip,Havale,2025-04-03,17,2
İstanbul Ekip,Havale,2025-04-03,17,4
Ankara Ekip,Havale,2025-04-03,17,1
İzmir Ekip,Havale,2025-04-03,17,4
İzmir Ekip,Havale,2025-04-03,18,1
Merkez Ekip,Havale,2025-04-03,19,2
Merkez Ekip,Havale,2025-04-03,22,3
İstanbul Ekip,Havale,2025-04-03,22,1
İzmir Ekip,Havale,2025-04-03,22,1
Merkez Ekip,Havale,2025-04-03,23,4
İstanbul Ekip,Havale,2025-04-03,23,8
Ankara Ekip,Havale,2025-04-03,23,8
İzmir Ekip,Havale,2025-04-03,23,2
İzmir Ekip,Havale,2025-04-04,4,1
Merkez Ekip,Havale,2025-04-04,6,3
İstanbul Ekip,Havale,2025-04-04,6,2
Ankara Ekip,Havale,2025-04-04,6,3
İzmir Ekip,Havale,2025-04-04,6,1
Merkez Ekip,Havale,2025-04-04,7,9
İstanbul Ekip,Havale,2025-04-04,7,6
Ankara Ekip,Havale,2025-04-04,7,6
İzmir Ekip,Havale,2025-04-04,7,4
Merkez Ekip,Havale,2025-04-04,8,9
İstanbul Ekip,Havale,2025-04-04,8,11
Ankara Ekip,Havale,2025-04-04,8,6
İzmir Ekip,Havale,2025-04-04,8,4
Merkez Ekip,Havale,2025-04-04,9,13
İstanbul Ekip,Havale,2025-04-04,9,11
Ankara Ekip,Havale,2025-04-04,9,8
İzmir Ekip,Havale,2025-04-04,9,11
Merkez Ekip,Havale,2025-04-04,10,10
İstanbul Ekip,Havale,2025-04-04,10,5
Ankara Ekip,Havale,2025-04-04,10,10
İzmir Ekip,Havale,2025-04-04,10,3
Merkez Ekip,Havale,2025-04-04,11,11
İstanbul Ekip,Havale,2025-04-04,11,4
Ankara Ekip,Havale,2025-04-04,11,9
İzmir Ekip,Havale,2025-04-04,11,1
Merkez Ekip,Havale,2025-04-04,12,8
İstanbul Ekip,Havale,2025-04-04,12,5
Ankara Ekip,Havale,2025-04-04,12,5
İzmir Ekip,Havale,2025-04-04,12,2
Merkez Ekip,Havale,2025-04-04,13,6
İstanbul Ekip,Havale,2025-04-04,13,15
Ankara Ekip,Havale,2025-04-04,13,14
İzmir Ekip,Havale,2025-04-04,13,10
Merkez Ekip,Havale,2025-04-04,14,5
İstanbul Ekip,Havale,2025-04-04,14,6
Ankara Ekip,Havale,2025-04-04,14,8
Merkez Ekip,Havale,2025-04-04,15,31
İstanbul Ekip,Havale,2025-04-04,15,23
Ankara Ekip,Havale,2025-04-04,15,21
İzmir Ekip,Havale,2025-04-04,15,11
Merkez Ekip,Havale,2025-04-04,16,4
İstanbul Ekip,Havale,2025-04-04,16,1
Ankara Ekip,Havale,2025-04-04,16,2
İzmir Ekip,Havale,2025-04-04,16,1
Merkez Ekip,Havale,2025-04-04,17,25
İstanbul Ekip,Havale,2025-04-04,17,30
Ankara Ekip,Havale,2025-04-04,17,18
İzmir Ekip,Havale,2025-04-04,17,15
Merkez Ekip,Havale,2025-04-04,18,7
İstanbul Ekip,Havale,2025-04-04,18,7
Ankara Ekip,Havale,2025-04-04,18,3
İzmir Ekip,Havale,2025-04-04,18,2
Ankara Ekip,Havale,2025-04-04,19,1
Merkez Ekip,Havale,2025-04-07,2,1
İstanbul Ekip,Havale,2025-04-07,2,1
İzmir Ekip,Havale,2025-04-07,2,1
Merkez Ekip,Havale,2025-04-07,4,1
İstanbul Ekip,Havale,2025-04-07,4,1
Ankara Ekip,Havale,2025-04-07,4,1
Merkez Ekip,Havale,2025-04-07,5,2
İstanbul Ekip,Havale,2025-04-07,5,2
Ankara Ekip,Havale,2025-04-07,5,2
İstanbul Ekip,Havale,2025-04-07,6,2
Ankara Ekip,Havale,2025-04-07,6,1
Merkez Ekip,Havale,2025-04-07,7,16
İstanbul Ekip,Havale,2025-04-07,7,18
Ankara Ekip,Havale,2025-04-07,7,21
İzmir Ekip,Havale,2025-04-07,7,13
Merkez Ekip,Havale,2025-04-07,8,15
İstanbul Ekip,Havale,2025-04-07,8,25
Ankara Ekip,Havale,2025-04-07,8,11
İzmir Ekip,Havale,2025-04-07,8,10
Merkez Ekip,Havale,2025-04-07,9,8
İstanbul Ekip,Havale,2025-04-07,9,7
Ankara Ekip,Havale,2025-04-07,9,16
İzmir Ekip,Havale,2025-04-07,9,8
Merkez Ekip,Havale,2025-04-07,10,14
İstanbul Ekip,Havale,2025-04-07,10,8
Ankara Ekip,Havale,2025-04-07,10,8
İzmir Ekip,Havale,2025-04-07,10,6
Merkez Ekip,Havale,2025-04-07,11,11
İstanbul Ekip,Havale,2025-04-07,11,13
Ankara Ekip,Havale,2025-04-07,11,7
İzmir Ekip,Havale,2025-04-07,11,5
Merkez Ekip,Havale,2025-04-07,12,21
İstanbul Ekip,Havale,2025-04-07,12,17
Ankara Ekip,Havale,2025-04-07,12,7
İzmir Ekip,Havale,2025-04-07,12,9
Merkez Ekip,Havale,2025-04-07,13,16
İstanbul Ekip,Havale,2025-04-07,13,11
Ankara Ekip,Havale,2025-04-07,13,11
İzmir Ekip,Havale,2025-04-07,13,6
Merkez Ekip,Havale,2025-04-07,14,8
İstanbul Ekip,Havale,2025-04-07,14,4
Ankara Ekip,Havale,2025-04-07,14,5
İzmir Ekip,Havale,2025-04-07,14,2
Merkez Ekip,Havale,2025-04-07,15,6
İstanbul Ekip,Havale,2025-04-07,15,12
Ankara Ekip,Havale,2025-04-07,15,8
